"qseqid","mrca","ps","mrca_name"
"Lflavo2a007015P1","131567",1,"cellular organisms"
"Lflavo2a007017P1","131567",1,"cellular organisms"
"Lflavo2a007024P1","131567",1,"cellular organisms"
"Lflavo2a007029P1","131567",1,"cellular organisms"
"Lflavo2a007039P1","131567",1,"cellular organisms"
"Lflavo2a007041P1","131567",1,"cellular organisms"
"Lflavo2a007041P2","131567",1,"cellular organisms"
"Lflavo2a007060P1","131567",1,"cellular organisms"
"Lflavo2a007063P1","131567",1,"cellular organisms"
"Lflavo2a007066P1","131567",1,"cellular organisms"
"Lflavo2a007083P1","131567",1,"cellular organisms"
"Lflavo2a007089P1","131567",1,"cellular organisms"
"Lflavo2a007114P1","131567",1,"cellular organisms"
"Lflavo2a007117P1","131567",1,"cellular organisms"
"Lflavo2a007117P2","131567",1,"cellular organisms"
"Lflavo2a007118P1","131567",1,"cellular organisms"
"Lflavo2a007127P1","131567",1,"cellular organisms"
"Lflavo2a007128P1","131567",1,"cellular organisms"
"Lflavo2a007148P1","131567",1,"cellular organisms"
"Lflavo2a007153P1","131567",1,"cellular organisms"
"Lflavo2a007166P1","131567",1,"cellular organisms"
"Lflavo2a007170P1","131567",1,"cellular organisms"
"Lflavo2a007175P1","131567",1,"cellular organisms"
"Lflavo2a007186P1","131567",1,"cellular organisms"
"Lflavo2a007186P2","131567",1,"cellular organisms"
"Lflavo2a007190P1","131567",1,"cellular organisms"
"Lflavo2a007191P1","131567",1,"cellular organisms"
"Lflavo2a007191P3","131567",1,"cellular organisms"
"Lflavo2a007200P1","131567",1,"cellular organisms"
"Lflavo2a007219P1","131567",1,"cellular organisms"
"Lflavo2a007224P1","131567",1,"cellular organisms"
"Lflavo2a007235P1","131567",1,"cellular organisms"
"Lflavo2a007235P2","131567",1,"cellular organisms"
"Lflavo2a007235P3","131567",1,"cellular organisms"
"Lflavo2a007235P4","131567",1,"cellular organisms"
"Lflavo2a007248P1","131567",1,"cellular organisms"
"Lflavo2a007251P1","131567",1,"cellular organisms"
"Lflavo2a007291P1","131567",1,"cellular organisms"
"Lflavo2a007297P1","131567",1,"cellular organisms"
"Lflavo2a007303P1","131567",1,"cellular organisms"
"Lflavo2a007303P2","131567",1,"cellular organisms"
"Lflavo2a007314P1","131567",1,"cellular organisms"
"Lflavo2a007315P1","131567",1,"cellular organisms"
"Lflavo2a007317P1","131567",1,"cellular organisms"
"Lflavo2a007318P1","131567",1,"cellular organisms"
"Lflavo2a007320P1","131567",1,"cellular organisms"
"Lflavo2a007349P1","131567",1,"cellular organisms"
"Lflavo2a007360P1","131567",1,"cellular organisms"
"Lflavo2a007361P1","131567",1,"cellular organisms"
"Lflavo2a007389P1","131567",1,"cellular organisms"
"Lflavo2a007389P2","131567",1,"cellular organisms"
"Lflavo2a007395P1","131567",1,"cellular organisms"
"Lflavo2a007395P2","131567",1,"cellular organisms"
"Lflavo2a007402P1","131567",1,"cellular organisms"
"Lflavo2a007411P1","131567",1,"cellular organisms"
"Lflavo2a007412P1","131567",1,"cellular organisms"
"Lflavo2a007430P1","131567",1,"cellular organisms"
"Lflavo2a007441P1","131567",1,"cellular organisms"
"Lflavo2a007445P1","131567",1,"cellular organisms"
"Lflavo2a007457P1","131567",1,"cellular organisms"
"Lflavo2a007463P1","131567",1,"cellular organisms"
"Lflavo2a007496P1","131567",1,"cellular organisms"
"Lflavo2a007499P1","131567",1,"cellular organisms"
"Lflavo2a007499P2","131567",1,"cellular organisms"
"Lflavo2a007504P1","131567",1,"cellular organisms"
"Lflavo2a007508P1","131567",1,"cellular organisms"
"Lflavo2a007516P1","131567",1,"cellular organisms"
"Lflavo2a007520P1","131567",1,"cellular organisms"
"Lflavo2a007520P2","131567",1,"cellular organisms"
"Lflavo2a007520P3","131567",1,"cellular organisms"
"Lflavo2a007520P4","131567",1,"cellular organisms"
"Lflavo2a007533P1","131567",1,"cellular organisms"
"Lflavo2a007554P1","131567",1,"cellular organisms"
"Lflavo2a007557P1","131567",1,"cellular organisms"
"Lflavo2a007557P2","131567",1,"cellular organisms"
"Lflavo2a007557P3","131567",1,"cellular organisms"
"Lflavo2a007558P1","131567",1,"cellular organisms"
"Lflavo2a007569P1","131567",1,"cellular organisms"
"Lflavo2a007571P1","131567",1,"cellular organisms"
"Lflavo2a007575P1","131567",1,"cellular organisms"
"Lflavo2a007595P1","131567",1,"cellular organisms"
"Lflavo2a007608P1","131567",1,"cellular organisms"
"Lflavo2a007614P1","131567",1,"cellular organisms"
"Lflavo2a007620P1","131567",1,"cellular organisms"
"Lflavo2a007632P1","131567",1,"cellular organisms"
"Lflavo2a007647P1","131567",1,"cellular organisms"
"Lflavo2a007647P2","131567",1,"cellular organisms"
"Lflavo2a007668P1","131567",1,"cellular organisms"
"Lflavo2a007676P1","131567",1,"cellular organisms"
"Lflavo2a007678P1","131567",1,"cellular organisms"
"Lflavo2a007678P2","131567",1,"cellular organisms"
"Lflavo2a007678P3","131567",1,"cellular organisms"
"Lflavo2a007678P4","131567",1,"cellular organisms"
"Lflavo2a007684P1","131567",1,"cellular organisms"
"Lflavo2a007697P1","131567",1,"cellular organisms"
"Lflavo2a007700P1","131567",1,"cellular organisms"
"Lflavo2a007703P1","131567",1,"cellular organisms"
"Lflavo2a007716P1","131567",1,"cellular organisms"
"Lflavo2a007720P1","131567",1,"cellular organisms"
"Lflavo2a007720P2","131567",1,"cellular organisms"
"Lflavo2a007737P1","131567",1,"cellular organisms"
"Lflavo2a007738P1","131567",1,"cellular organisms"
"Lflavo2a007739P1","131567",1,"cellular organisms"
"Lflavo2a007743P1","131567",1,"cellular organisms"
"Lflavo2a007744P1","131567",1,"cellular organisms"
"Lflavo2a007744P2","131567",1,"cellular organisms"
"Lflavo2a007744P3","131567",1,"cellular organisms"
"Lflavo2a007751P1","131567",1,"cellular organisms"
"Lflavo2a007751P2","131567",1,"cellular organisms"
"Lflavo2a007760P1","131567",1,"cellular organisms"
"Lflavo2a007764P1","131567",1,"cellular organisms"
"Lflavo2a007778P1","131567",1,"cellular organisms"
"Lflavo2a007783P1","131567",1,"cellular organisms"
"Lflavo2a007787P1","131567",1,"cellular organisms"
"Lflavo2a007788P1","131567",1,"cellular organisms"
"Lflavo2a007793P1","131567",1,"cellular organisms"
"Lflavo2a007793P2","131567",1,"cellular organisms"
"Lflavo2a007795P1","131567",1,"cellular organisms"
"Lflavo2a007845P1","131567",1,"cellular organisms"
"Lflavo2a007848P1","131567",1,"cellular organisms"
"Lflavo2a007848P2","131567",1,"cellular organisms"
"Lflavo2a007850P1","131567",1,"cellular organisms"
"Lflavo2a007862P1","131567",1,"cellular organisms"
"Lflavo2a007865P1","131567",1,"cellular organisms"
"Lflavo2a007868P2","131567",1,"cellular organisms"
"Lflavo2a007868P3","131567",1,"cellular organisms"
"Lflavo2a007869P1","131567",1,"cellular organisms"
"Lflavo2a007877P1","131567",1,"cellular organisms"
"Lflavo2a007881P1","131567",1,"cellular organisms"
"Lflavo2a007886P1","131567",1,"cellular organisms"
"Lflavo2a007892P1","131567",1,"cellular organisms"
"Lflavo2a007892P2","131567",1,"cellular organisms"
"Lflavo2a007897P1","131567",1,"cellular organisms"
"Lflavo2a007911P1","131567",1,"cellular organisms"
"Lflavo2a007918P1","131567",1,"cellular organisms"
"Lflavo2a007927P1","131567",1,"cellular organisms"
"Lflavo2a007945P1","131567",1,"cellular organisms"
"Lflavo2a007963P1","131567",1,"cellular organisms"
"Lflavo2a007965P1","131567",1,"cellular organisms"
"Lflavo2a007965P2","131567",1,"cellular organisms"
"Lflavo2a007968P1","131567",1,"cellular organisms"
"Lflavo2a007980P1","131567",1,"cellular organisms"
"Lflavo2a007986P1","131567",1,"cellular organisms"
"Lflavo2a007986P4","131567",1,"cellular organisms"
"Lflavo2a008005P1","131567",1,"cellular organisms"
"Lflavo2a008009P1","131567",1,"cellular organisms"
"Lflavo2a008009P2","131567",1,"cellular organisms"
"Lflavo2a008014P1","131567",1,"cellular organisms"
"Lflavo2a008014P2","131567",1,"cellular organisms"
"Lflavo2a008016P1","131567",1,"cellular organisms"
"Lflavo2a008023P1","131567",1,"cellular organisms"
"Lflavo2a008030P1","131567",1,"cellular organisms"
"Lflavo2a008036P1","131567",1,"cellular organisms"
"Lflavo2a008038P1","131567",1,"cellular organisms"
"Lflavo2a008040P1","131567",1,"cellular organisms"
"Lflavo2a008057P1","131567",1,"cellular organisms"
"Lflavo2a008057P2","131567",1,"cellular organisms"
"Lflavo2a008060P1","131567",1,"cellular organisms"
"Lflavo2a008062P1","131567",1,"cellular organisms"
"Lflavo2a008066P1","131567",1,"cellular organisms"
"Lflavo2a008074P1","131567",1,"cellular organisms"
"Lflavo2a008079P1","131567",1,"cellular organisms"
"Lflavo2a008095P1","131567",1,"cellular organisms"
"Lflavo2a008101P1","131567",1,"cellular organisms"
"Lflavo2a008104P1","131567",1,"cellular organisms"
"Lflavo2a008107P1","131567",1,"cellular organisms"
"Lflavo2a008113P1","131567",1,"cellular organisms"
"Lflavo2a008115P1","131567",1,"cellular organisms"
"Lflavo2a008140P1","131567",1,"cellular organisms"
"Lflavo2a008140P2","131567",1,"cellular organisms"
"Lflavo2a008149P1","131567",1,"cellular organisms"
"Lflavo2a008149P3","131567",1,"cellular organisms"
"Lflavo2a008156P1","131567",1,"cellular organisms"
"Lflavo2a008180P1","131567",1,"cellular organisms"
"Lflavo2a008180P10","131567",1,"cellular organisms"
"Lflavo2a008180P11","131567",1,"cellular organisms"
"Lflavo2a008180P12","131567",1,"cellular organisms"
"Lflavo2a008180P13","131567",1,"cellular organisms"
"Lflavo2a008180P14","131567",1,"cellular organisms"
"Lflavo2a008180P2","131567",1,"cellular organisms"
"Lflavo2a008180P3","131567",1,"cellular organisms"
"Lflavo2a008180P4","131567",1,"cellular organisms"
"Lflavo2a008180P5","131567",1,"cellular organisms"
"Lflavo2a008180P6","131567",1,"cellular organisms"
"Lflavo2a008180P7","131567",1,"cellular organisms"
"Lflavo2a008180P8","131567",1,"cellular organisms"
"Lflavo2a008180P9","131567",1,"cellular organisms"
"Lflavo2a008185P1","131567",1,"cellular organisms"
"Lflavo2a008189P1","131567",1,"cellular organisms"
"Lflavo2a008189P2","131567",1,"cellular organisms"
"Lflavo2a008190P1","131567",1,"cellular organisms"
"Lflavo2a008202P1","131567",1,"cellular organisms"
"Lflavo2a008206P1","131567",1,"cellular organisms"
"Lflavo2a008210P1","131567",1,"cellular organisms"
"Lflavo2a008245P1","131567",1,"cellular organisms"
"Lflavo2a008246P1","131567",1,"cellular organisms"
"Lflavo2a008250P1","131567",1,"cellular organisms"
"Lflavo2a008250P2","131567",1,"cellular organisms"
"Lflavo2a008250P3","131567",1,"cellular organisms"
"Lflavo2a008269P1","131567",1,"cellular organisms"
"Lflavo2a008275P1","131567",1,"cellular organisms"
"Lflavo2a008284P1","131567",1,"cellular organisms"
"Lflavo2a008292P1","131567",1,"cellular organisms"
"Lflavo2a008299P1","131567",1,"cellular organisms"
"Lflavo2a008302P1","131567",1,"cellular organisms"
"Lflavo2a008305P1","131567",1,"cellular organisms"
"Lflavo2a008326P1","131567",1,"cellular organisms"
"Lflavo2a008342P1","131567",1,"cellular organisms"
"Lflavo2a008347P1","131567",1,"cellular organisms"
"Lflavo2a008367P1","131567",1,"cellular organisms"
"Lflavo2a008368P1","131567",1,"cellular organisms"
"Lflavo2a008368P2","131567",1,"cellular organisms"
"Lflavo2a008399P1","131567",1,"cellular organisms"
"Lflavo2a008416P1","131567",1,"cellular organisms"
"Lflavo2a008427P1","131567",1,"cellular organisms"
"Lflavo2a008433P1","131567",1,"cellular organisms"
"Lflavo2a008433P2","131567",1,"cellular organisms"
"Lflavo2a008439P1","131567",1,"cellular organisms"
"Lflavo2a008456P1","131567",1,"cellular organisms"
"Lflavo2a008473P1","131567",1,"cellular organisms"
"Lflavo2a008498P1","131567",1,"cellular organisms"
"Lflavo2a008500P1","131567",1,"cellular organisms"
"Lflavo2a008511P1","131567",1,"cellular organisms"
"Lflavo2a008511P2","131567",1,"cellular organisms"
"Lflavo2a008524P1","131567",1,"cellular organisms"
"Lflavo2a008526P1","131567",1,"cellular organisms"
"Lflavo2a008527P1","131567",1,"cellular organisms"
"Lflavo2a008536P1","131567",1,"cellular organisms"
"Lflavo2a008536P2","131567",1,"cellular organisms"
"Lflavo2a008536P3","131567",1,"cellular organisms"
"Lflavo2a008538P1","131567",1,"cellular organisms"
"Lflavo2a008538P2","131567",1,"cellular organisms"
"Lflavo2a008545P1","131567",1,"cellular organisms"
"Lflavo2a008557P1","131567",1,"cellular organisms"
"Lflavo2a008560P1","131567",1,"cellular organisms"
"Lflavo2a008574P1","131567",1,"cellular organisms"
"Lflavo2a008596P1","131567",1,"cellular organisms"
"Lflavo2a008604P1","131567",1,"cellular organisms"
"Lflavo2a008606P1","131567",1,"cellular organisms"
"Lflavo2a008629P2","131567",1,"cellular organisms"
"Lflavo2a008638P1","131567",1,"cellular organisms"
"Lflavo2a008638P2","131567",1,"cellular organisms"
"Lflavo2a008653P1","131567",1,"cellular organisms"
"Lflavo2a008661P1","131567",1,"cellular organisms"
"Lflavo2a008662P1","131567",1,"cellular organisms"
"Lflavo2a008668P1","131567",1,"cellular organisms"
"Lflavo2a008680P1","131567",1,"cellular organisms"
"Lflavo2a008687P1","131567",1,"cellular organisms"
"Lflavo2a008706P1","131567",1,"cellular organisms"
"Lflavo2a008730P1","131567",1,"cellular organisms"
"Lflavo2a008733P1","131567",1,"cellular organisms"
"Lflavo2a008738P1","131567",1,"cellular organisms"
"Lflavo2a008740P1","131567",1,"cellular organisms"
"Lflavo2a008741P1","131567",1,"cellular organisms"
"Lflavo2a008746P1","131567",1,"cellular organisms"
"Lflavo2a008749P1","131567",1,"cellular organisms"
"Lflavo2a008749P2","131567",1,"cellular organisms"
"Lflavo2a008762P1","131567",1,"cellular organisms"
"Lflavo2a008763P1","131567",1,"cellular organisms"
"Lflavo2a008771P1","131567",1,"cellular organisms"
"Lflavo2a008794P1","131567",1,"cellular organisms"
"Lflavo2a008823P1","131567",1,"cellular organisms"
"Lflavo2a008855P1","131567",1,"cellular organisms"
"Lflavo2a008866P1","131567",1,"cellular organisms"
"Lflavo2a008871P1","131567",1,"cellular organisms"
"Lflavo2a008893P1","131567",1,"cellular organisms"
"Lflavo2a008901P1","131567",1,"cellular organisms"
"Lflavo2a008911P1","131567",1,"cellular organisms"
"Lflavo2a008911P2","131567",1,"cellular organisms"
"Lflavo2a008911P3","131567",1,"cellular organisms"
"Lflavo2a008912P1","131567",1,"cellular organisms"
"Lflavo2a008923P1","131567",1,"cellular organisms"
"Lflavo2a008926P1","131567",1,"cellular organisms"
"Lflavo2a008935P1","131567",1,"cellular organisms"
"Lflavo2a008935P2","131567",1,"cellular organisms"
"Lflavo2a008941P1","131567",1,"cellular organisms"
"Lflavo2a008955P1","131567",1,"cellular organisms"
"Lflavo2a008955P2","131567",1,"cellular organisms"
"Lflavo2a008955P3","131567",1,"cellular organisms"
"Lflavo2a008955P4","131567",1,"cellular organisms"
"Lflavo2a008955P5","131567",1,"cellular organisms"
"Lflavo2a008955P6","131567",1,"cellular organisms"
"Lflavo2a008955P7","131567",1,"cellular organisms"
"Lflavo2a008955P8","131567",1,"cellular organisms"
"Lflavo2a008982P1","131567",1,"cellular organisms"
"Lflavo2a009014P1","131567",1,"cellular organisms"
"Lflavo2a009027P1","131567",1,"cellular organisms"
"Lflavo2a009027P2","131567",1,"cellular organisms"
"Lflavo2a009027P3","131567",1,"cellular organisms"
"Lflavo2a009038P1","131567",1,"cellular organisms"
"Lflavo2a009039P1","131567",1,"cellular organisms"
"Lflavo2a009043P1","131567",1,"cellular organisms"
"Lflavo2a009043P2","131567",1,"cellular organisms"
"Lflavo2a009059P1","131567",1,"cellular organisms"
"Lflavo2a009070P1","131567",1,"cellular organisms"
"Lflavo2a009081P1","131567",1,"cellular organisms"
"Lflavo2a009101P1","131567",1,"cellular organisms"
"Lflavo2a009102P1","131567",1,"cellular organisms"
"Lflavo2a009105P1","131567",1,"cellular organisms"
"Lflavo2a009106P1","131567",1,"cellular organisms"
"Lflavo2a009110P1","131567",1,"cellular organisms"
"Lflavo2a009131P1","131567",1,"cellular organisms"
"Lflavo2a009133P1","131567",1,"cellular organisms"
"Lflavo2a009147P1","131567",1,"cellular organisms"
"Lflavo2a009147P2","131567",1,"cellular organisms"
"Lflavo2a009192P1","131567",1,"cellular organisms"
"Lflavo2a009193P1","131567",1,"cellular organisms"
"Lflavo2a009193P10","131567",1,"cellular organisms"
"Lflavo2a009193P11","131567",1,"cellular organisms"
"Lflavo2a009193P12","131567",1,"cellular organisms"
"Lflavo2a009193P13","131567",1,"cellular organisms"
"Lflavo2a009193P14","131567",1,"cellular organisms"
"Lflavo2a009193P15","131567",1,"cellular organisms"
"Lflavo2a009193P16","131567",1,"cellular organisms"
"Lflavo2a009193P17","131567",1,"cellular organisms"
"Lflavo2a009193P18","131567",1,"cellular organisms"
"Lflavo2a009193P19","131567",1,"cellular organisms"
"Lflavo2a009193P2","131567",1,"cellular organisms"
"Lflavo2a009193P20","131567",1,"cellular organisms"
"Lflavo2a009193P21","131567",1,"cellular organisms"
"Lflavo2a009193P22","131567",1,"cellular organisms"
"Lflavo2a009193P23","131567",1,"cellular organisms"
"Lflavo2a009193P24","131567",1,"cellular organisms"
"Lflavo2a009193P3","131567",1,"cellular organisms"
"Lflavo2a009193P4","131567",1,"cellular organisms"
"Lflavo2a009193P5","131567",1,"cellular organisms"
"Lflavo2a009193P6","131567",1,"cellular organisms"
"Lflavo2a009193P7","131567",1,"cellular organisms"
"Lflavo2a009193P8","131567",1,"cellular organisms"
"Lflavo2a009193P9","131567",1,"cellular organisms"
"Lflavo2a009197P1","131567",1,"cellular organisms"
"Lflavo2a009197P2","131567",1,"cellular organisms"
"Lflavo2a009197P3","131567",1,"cellular organisms"
"Lflavo2a009203P1","131567",1,"cellular organisms"
"Lflavo2a009212P1","131567",1,"cellular organisms"
"Lflavo2a009226P1","131567",1,"cellular organisms"
"Lflavo2a009232P1","131567",1,"cellular organisms"
"Lflavo2a009234P1","131567",1,"cellular organisms"
"Lflavo2a009234P3","131567",1,"cellular organisms"
"Lflavo2a009238P1","131567",1,"cellular organisms"
"Lflavo2a009238P2","131567",1,"cellular organisms"
"Lflavo2a009238P3","131567",1,"cellular organisms"
"Lflavo2a009249P1","131567",1,"cellular organisms"
"Lflavo2a009252P1","131567",1,"cellular organisms"
"Lflavo2a009253P1","131567",1,"cellular organisms"
"Lflavo2a009255P1","131567",1,"cellular organisms"
"Lflavo2a009298P1","131567",1,"cellular organisms"
"Lflavo2a009312P1","131567",1,"cellular organisms"
"Lflavo2a009313P1","131567",1,"cellular organisms"
"Lflavo2a009318P2","131567",1,"cellular organisms"
"Lflavo2a009322P1","131567",1,"cellular organisms"
"Lflavo2a009323P1","131567",1,"cellular organisms"
"Lflavo2a009354P1","131567",1,"cellular organisms"
"Lflavo2a009358P1","131567",1,"cellular organisms"
"Lflavo2a009367P1","131567",1,"cellular organisms"
"Lflavo2a009370P1","131567",1,"cellular organisms"
"Lflavo2a009379P1","131567",1,"cellular organisms"
"Lflavo2a009381P1","131567",1,"cellular organisms"
"Lflavo2a009385P1","131567",1,"cellular organisms"
"Lflavo2a009385P2","131567",1,"cellular organisms"
"Lflavo2a009392P1","131567",1,"cellular organisms"
"Lflavo2a009394P1","131567",1,"cellular organisms"
"Lflavo2a009402P1","131567",1,"cellular organisms"
"Lflavo2a009412P1","131567",1,"cellular organisms"
"Lflavo2a009412P2","131567",1,"cellular organisms"
"Lflavo2a009412P3","131567",1,"cellular organisms"
"Lflavo2a009413P1","131567",1,"cellular organisms"
"Lflavo2a009423P1","131567",1,"cellular organisms"
"Lflavo2a009424P1","131567",1,"cellular organisms"
"Lflavo2a009453P1","131567",1,"cellular organisms"
"Lflavo2a009453P2","131567",1,"cellular organisms"
"Lflavo2a009456P1","131567",1,"cellular organisms"
"Lflavo2a009462P1","131567",1,"cellular organisms"
"Lflavo2a009466P1","131567",1,"cellular organisms"
"Lflavo2a009477P1","131567",1,"cellular organisms"
"Lflavo2a009478P1","131567",1,"cellular organisms"
"Lflavo2a009482P1","131567",1,"cellular organisms"
"Lflavo2a009487P1","131567",1,"cellular organisms"
"Lflavo2a009488P1","131567",1,"cellular organisms"
"Lflavo2a009503P1","131567",1,"cellular organisms"
"Lflavo2a009525P3","131567",1,"cellular organisms"
"Lflavo2a009582P1","131567",1,"cellular organisms"
"Lflavo2a009583P1","131567",1,"cellular organisms"
"Lflavo2a009590P1","131567",1,"cellular organisms"
"Lflavo2a009592P1","131567",1,"cellular organisms"
"Lflavo2a009593P1","131567",1,"cellular organisms"
"Lflavo2a009593P2","131567",1,"cellular organisms"
"Lflavo2a009614P1","131567",1,"cellular organisms"
"Lflavo2a009618P1","131567",1,"cellular organisms"
"Lflavo2a009622P1","131567",1,"cellular organisms"
"Lflavo2a009626P1","131567",1,"cellular organisms"
"Lflavo2a009629P1","131567",1,"cellular organisms"
"Lflavo2a009634P1","131567",1,"cellular organisms"
"Lflavo2a009638P1","131567",1,"cellular organisms"
"Lflavo2a009638P2","131567",1,"cellular organisms"
"Lflavo2a009638P4","131567",1,"cellular organisms"
"Lflavo2a009638P5","131567",1,"cellular organisms"
"Lflavo2a009655P1","131567",1,"cellular organisms"
"Lflavo2a009681P1","131567",1,"cellular organisms"
"Lflavo2a009681P2","131567",1,"cellular organisms"
"Lflavo2a009682P1","131567",1,"cellular organisms"
"Lflavo2a009684P1","131567",1,"cellular organisms"
"Lflavo2a009691P1","131567",1,"cellular organisms"
"Lflavo2a009695P1","131567",1,"cellular organisms"
"Lflavo2a009699P1","131567",1,"cellular organisms"
"Lflavo2a009720P1","131567",1,"cellular organisms"
"Lflavo2a009720P2","131567",1,"cellular organisms"
"Lflavo2a009740P1","131567",1,"cellular organisms"
"Lflavo2a009750P1","131567",1,"cellular organisms"
"Lflavo2a009753P1","131567",1,"cellular organisms"
"Lflavo2a009758P3","131567",1,"cellular organisms"
"Lflavo2a009761P1","131567",1,"cellular organisms"
"Lflavo2a009766P1","131567",1,"cellular organisms"
"Lflavo2a009766P2","131567",1,"cellular organisms"
"Lflavo2a009766P3","131567",1,"cellular organisms"
"Lflavo2a009766P4","131567",1,"cellular organisms"
"Lflavo2a009766P5","131567",1,"cellular organisms"
"Lflavo2a009767P1","131567",1,"cellular organisms"
"Lflavo2a009774P1","131567",1,"cellular organisms"
"Lflavo2a009774P2","131567",1,"cellular organisms"
"Lflavo2a009777P1","131567",1,"cellular organisms"
"Lflavo2a009782P1","131567",1,"cellular organisms"
"Lflavo2a009783P1","131567",1,"cellular organisms"
"Lflavo2a009789P1","131567",1,"cellular organisms"
"Lflavo2a009796P1","131567",1,"cellular organisms"
"Lflavo2a009796P2","131567",1,"cellular organisms"
"Lflavo2a009796P3","131567",1,"cellular organisms"
"Lflavo2a009796P4","131567",1,"cellular organisms"
"Lflavo2a009799P1","131567",1,"cellular organisms"
"Lflavo2a009805P3","131567",1,"cellular organisms"
"Lflavo2a009858P1","131567",1,"cellular organisms"
"Lflavo2a009884P1","131567",1,"cellular organisms"
"Lflavo2a009888P1","131567",1,"cellular organisms"
"Lflavo2a009894P1","131567",1,"cellular organisms"
"Lflavo2a009925P1","131567",1,"cellular organisms"
"Lflavo2a009935P1","131567",1,"cellular organisms"
"Lflavo2a009943P1","131567",1,"cellular organisms"
"Lflavo2a009947P1","131567",1,"cellular organisms"
"Lflavo2a009953P1","131567",1,"cellular organisms"
"Lflavo2a009956P1","131567",1,"cellular organisms"
"Lflavo2a009956P10","131567",1,"cellular organisms"
"Lflavo2a009956P11","131567",1,"cellular organisms"
"Lflavo2a009956P12","131567",1,"cellular organisms"
"Lflavo2a009956P13","131567",1,"cellular organisms"
"Lflavo2a009956P14","131567",1,"cellular organisms"
"Lflavo2a009956P15","131567",1,"cellular organisms"
"Lflavo2a009956P16","131567",1,"cellular organisms"
"Lflavo2a009956P17","131567",1,"cellular organisms"
"Lflavo2a009956P18","131567",1,"cellular organisms"
"Lflavo2a009956P19","131567",1,"cellular organisms"
"Lflavo2a009956P2","131567",1,"cellular organisms"
"Lflavo2a009956P20","131567",1,"cellular organisms"
"Lflavo2a009956P21","131567",1,"cellular organisms"
"Lflavo2a009956P22","131567",1,"cellular organisms"
"Lflavo2a009956P23","131567",1,"cellular organisms"
"Lflavo2a009956P24","131567",1,"cellular organisms"
"Lflavo2a009956P25","131567",1,"cellular organisms"
"Lflavo2a009956P26","131567",1,"cellular organisms"
"Lflavo2a009956P27","131567",1,"cellular organisms"
"Lflavo2a009956P28","131567",1,"cellular organisms"
"Lflavo2a009956P3","131567",1,"cellular organisms"
"Lflavo2a009956P4","131567",1,"cellular organisms"
"Lflavo2a009956P5","131567",1,"cellular organisms"
"Lflavo2a009956P6","131567",1,"cellular organisms"
"Lflavo2a009956P7","131567",1,"cellular organisms"
"Lflavo2a009956P8","131567",1,"cellular organisms"
"Lflavo2a009956P9","131567",1,"cellular organisms"
"Lflavo2a009959P1","131567",1,"cellular organisms"
"Lflavo2a009959P2","131567",1,"cellular organisms"
"Lflavo2a009972P1","131567",1,"cellular organisms"
"Lflavo2a009985P1","131567",1,"cellular organisms"
"Lflavo2a009999P1","131567",1,"cellular organisms"
"Lflavo2a010002P1","131567",1,"cellular organisms"
"Lflavo2a010002P11","131567",1,"cellular organisms"
"Lflavo2a010002P12","131567",1,"cellular organisms"
"Lflavo2a010002P13","131567",1,"cellular organisms"
"Lflavo2a010002P2","131567",1,"cellular organisms"
"Lflavo2a010002P3","131567",1,"cellular organisms"
"Lflavo2a010002P4","131567",1,"cellular organisms"
"Lflavo2a010002P5","131567",1,"cellular organisms"
"Lflavo2a010002P6","131567",1,"cellular organisms"
"Lflavo2a010002P8","131567",1,"cellular organisms"
"Lflavo2a010002P9","131567",1,"cellular organisms"
"Lflavo2a010008P1","131567",1,"cellular organisms"
"Lflavo2a010011P1","131567",1,"cellular organisms"
"Lflavo2a010029P1","131567",1,"cellular organisms"
"Lflavo2a010036P1","131567",1,"cellular organisms"
"Lflavo2a010048P1","131567",1,"cellular organisms"
"Lflavo2a010075P1","131567",1,"cellular organisms"
"Lflavo2a010124P1","131567",1,"cellular organisms"
"Lflavo2a010129P1","131567",1,"cellular organisms"
"Lflavo2a010133P1","131567",1,"cellular organisms"
"Lflavo2a010146P1","131567",1,"cellular organisms"
"Lflavo2a010148P1","131567",1,"cellular organisms"
"Lflavo2a010160P1","131567",1,"cellular organisms"
"Lflavo2a010176P1","131567",1,"cellular organisms"
"Lflavo2a010184P1","131567",1,"cellular organisms"
"Lflavo2a010209P1","131567",1,"cellular organisms"
"Lflavo2a010216P1","131567",1,"cellular organisms"
"Lflavo2a010227P1","131567",1,"cellular organisms"
"Lflavo2a010230P1","131567",1,"cellular organisms"
"Lflavo2a010230P2","131567",1,"cellular organisms"
"Lflavo2a010237P1","131567",1,"cellular organisms"
"Lflavo2a010267P1","131567",1,"cellular organisms"
"Lflavo2a010272P1","131567",1,"cellular organisms"
"Lflavo2a010272P2","131567",1,"cellular organisms"
"Lflavo2a010272P3","131567",1,"cellular organisms"
"Lflavo2a010290P1","131567",1,"cellular organisms"
"Lflavo2a010292P1","131567",1,"cellular organisms"
"Lflavo2a010293P1","131567",1,"cellular organisms"
"Lflavo2a010293P2","131567",1,"cellular organisms"
"Lflavo2a010297P1","131567",1,"cellular organisms"
"Lflavo2a010382P1","131567",1,"cellular organisms"
"Lflavo2a010382P2","131567",1,"cellular organisms"
"Lflavo2a010387P1","131567",1,"cellular organisms"
"Lflavo2a010390P1","131567",1,"cellular organisms"
"Lflavo2a010393P1","131567",1,"cellular organisms"
